,qid,Q,A,Gold_A
815,e541136f5933fa24e6394bfb3f2bd395,who sang lead vocals on hold the line,      嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻?,['Bobby Kimball']
816,56a3030fbe9597ee3825d15d824469e0,The school where John Rickard served as Director of the Graduate School of Management was established in what year?,     ..............................................................................................................................................................................................,['1974']
817,d90fa852b4423e7ba4665de9be2c3f81,the clause that allows the federal government to expand its powers is the,"      	Article 1, Section 8.",['Necessary and Proper Clause']
818,6454b3e68bd7be16cbb48b02be5b41a9,"What are powers not given by the constitution to the employers in the economy of Olympia, Washington that has an eagle on their logo?",      ᴴᴰ ᴴᴰ ᴴᴰ ᴴᴰ ᴴᴰ.,['implied powers']
819,caea9f352496532d5580ba22aa3d1ac9,Which footballing city beat the Netherlands in the 1974 FIFA World Cup Final?,      rome.,['Munich']
820,2c736616274e1c15cd276f459d2af2e3,Jacques-Louis was a founding member of the geological society before returning to France after what period of French history that followed the fall of Napoleon in 1814 until the July revolution of what year?,     ........................................................................................................................,['1830']
821,d50d2a810c47611caa075c8131104697,Which Democratic Party politician from South Dakota was re-elected to the Senate in 1974 over a colonel in the United States Air Force who received the Medal of Honor for his actions in the Vietnam War?,      	George McGovern.,['George McGovern']
822,61e3ae94ce5b90fd589c39cf3b39d17c,when did charles darwin publish his theory of evolution,      	1859.,['24 November 1859']
823,d73e40e3fe80bec0eb7115afbd45b124,did the movie giant win an academy award,      	No.,['yes']
824,2d5eb62cba339109ba2cc290dca61b30,where was the movie giant filmed in texas,      	Dallas.,"['in and around the town of Marfa, Texas, and the remote, dry plains found nearby']"
825,873672cd8d48462672269af7f47e977c,"William Kite was best known as being Mr. Kite from the song ""Being for the Benefit of Mr. Kite"" which was composed from what English band?",      	The Beatles.,['the Beatles']
826,4759b96450509979f5cc1d540734c14e,when did the beatles come to the us,      	1964.,['February 1964']
827,eee006a7468aa486bea0638028ce740d," In 2003, when Marques Batista de Abreu was playing for Nagoya Grampus Eight he was ranked 2nd highest assists in J1 League, the top division of the  Professional Football League of what country?",      日本.,['Japan']
828,97e6545c93b4ca6fcec62636d7b78d44,when did white iverson come out on soundcloud,      ive come out on soundcloud.,['February 2015']
829,d1de630ecc93718def6877acbb0ca6f5,"What person who wrote many articles for  ""The New York Times"" starred in The Lady Is Willing?",      	Lillian Hellman.,['Leslie Howard']
830,5217a8617917f1ca031e915f17f9f326,when did the new york times start publishing,      	1851.,"['September 18, 1851']"
831,1243970ae9a1c61005808b1cca886948,In what country are the Cathedral of the Holy Spirit and St. Joseph High School located?,      	Mexico.,['Turkey']
832,1b0f75cb4b2cec1bd47f99e67fadbb39,who was the teenage girl in mad max beyond thunderdome,     ..............................................................................................................................................................................................................................................................................,['Savannah Nix']
833,f7dd1ac143507bd2ab9a480f18b86706,Which film did Christian Manon act in first:  The title with a poster featuring a pickup truck or the 2002 horror film directed by Michael Rymer and starring Aaliyah?,      	The title with a poster featuring a pickup truck.,['Midnite Spares']
834,05ccafaa4b0c6493e0017e68435ce553,"A board member of the Indian electronic payment and e-commerce brand based out of Delhi NCR, India is also the founder and CEO of which global mobile advertising and technology platform?",      	Kunal Bahl.,['InMobi']
835,8d9ea376b74ca6696780f3f06a537466,how many world series wins does boston have,     ..........................................................................................................................................................................................................................................................................................................................................................................................,['eight']
836,0779ef7643cd57a5a8464ce5b31d682f,"Which band was from Jönköping, Sweden, The Cardigans or My Chemical Romance whose lead guitarist was Ray Toro?",      	The Cardigans.,['The Cardigans']
837,e5c206841b93fcd97d631da68d90a400," ""Nobody Speak"" is a song by American music producer DJ Shadow, featuring rap verses from a rap duo formed in what year?","         Question:  ""Nobody Speak"" is a song by American music producer DJ Shadow, featuring rap verses from a rap duo formed in what year?",['2013']
838,b137d0b4b56e2424f6deda62e1babe05,who wrote fly me to the moon frank sinatra,      ivan lendl.,['Bart Howard']
839,79ada4624e5e73ff18ed3081d43687fb,ravi teja raja the great movie release date,     ....................................................................................................................................................................................................................................................................................................................................................,['18 October 2017']
840,74efbbe7edd43902b8a259f8d3f9f8a5,who took hat trick in both innings of a test match,      	.,['leg spinner Jimmy Matthews']
841,5768259b416a8e57e9bb3c8784336515,In what city did Ricardo Ratliffe play basketball collegiately?,     ....................................................................................................................................................................................................................................................................................................................................................,"['Columbia, Missouri']"
842,d270fb930fd2382566cd6351d5567e7c,is the electoral college only for presidential elections,      	Yes.,['yes']
843,36eb8891d6f49c1f0e416569c5529d27,"Susanna Kaysen's bestselling psychiatric memoir was made into a film in 1999, produced by Michael Costigan. What was it called?",      	Carrie.,"['Girl, Interrupted']"
844,312a9a90692539df83bf27ee4ca092c0,who is the main character in dishonored 2,      ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan ivan.,['either Emily or her Royal Protector and father Corvo Attano']
845,739b27836039762725783c3936a9202c,when did women earn the right to vote,      	1920.,['1920']
846,76b07facd281388a86cf3ce8b4071999,The French Air Force aircraft engine series Hispano-Suiza V-12's last two models were used mainly around what war(s)?,      	World War I and World War II.,['World War II']
847,bad5d5ba09d3026aceccc243893e9a09,which party was in power in u.k. when india became independent,   ,['Labour']
848,40de786b5b5c49653f153244fb4c669b,is puerto rico the 51st state of the united states,      	No.,['no']
849,40e0d01ff113e9af79af0e93bb11b49e,what time do alcohol sales stop in indiana,      	7:00 p.m.,['3 a.m.']
850,bd9be849dea1603757bdfc87bc36b49a,"The libretto is an anonymous adaptation of what William Shakespeare's wedding comedy, produced by a company most notably its 2005 production of Henry Purcell?",      romeo and juliet.,"[""A Midsummer Night's Dream""]"
851,7cad5e191e4b94e037f518dd4b4f727f,who played the assassin in attack of the clones,   ,['Leeanna Walsman']
852,e5d37e128da02571b1e5bd2297d703f1,when did the strong museum of play open,     ......................................................................................................................................................,['1982']
853,dab5a6dd9bbe2b9058428c35e5eaf565,"Romanogobio elimeius is a species of ray-finned fish in the Cyprinidae family found in Greece and the Republic of Macedonia, became a member of the United Nations in what year?",      	2018 	.,['1993']
854,50df885bac75e8a4306184b56cf87a15,Hearst Television subsidiary of the Hearst Corporation owns an NBC-affiliated television station located near which supplier of ore?,      	BHP Billiton.,['Sloss Mines']
