,qid,Q,A,Gold_A,docs
686,901f9519de532e82c4b465c73783bfa9," ""Beware My Love"" is a song used as the B-side of a single that included the No. 1 easy listening hit in the U.S. that was certified Gold by who?", 	The Recording Industry Association of America.,['Recording Industry Association of America'],"['e9fca24618ad42428e31bff0b649ff6f', '03ba611240203d2ede6359be226939c0']"
687,0da047394e1af2044b0d2e1f7a0a95ef,who won the space race to the moon, 	US.,['US'],['f08036cbf1e640e76c64fa2af10d7b9b']
688,2de73bedb45515620a97aa06f326c974,"La Tante DC10 Restaurant, known locally as The Green Plane, is a public private partnership restaurant established in Accra, it operates from which defunct Ghana Airways three-engine wide-body jet airliner manufactured by McDonnell Douglas, and features two turbofan engines mounted on underwing pylons and a third engine at the base of the vertical stabilizer?", 	McDonnell Douglas DC-10.,['McDonnell Douglas DC-10'],"['a64bbab5f16165b469ef3186a0154c25', 'dd0282757a33edee414985949a7e7bb9']"
689,b35c5df19302eed7f6e23a0bf447506d,who did nbc send to the 2014 winter olympics, ireland.,"['Tara Lipinski', 'Johnny Weir', 'Terry Gannon']","['9e368d90c12631a6600868b4b603bd88', '9e368d90c12631a6600868b4b603bd88', '9e368d90c12631a6600868b4b603bd88']"
690,60e3cce6897296b96a9f43f339a3c88b,who sang give me some sunshine in 3 idiots, 	Suraj Jagan.,['Suraj Jagan'],['5fc9092ac095b6463962f6d392b3f01b']
691,5219198c4be50e67c67c373f1afdf797,"in Filmography of Supriya Shukla, who is the heroine of the film that cover has a man with two women around him on i?", 	Supriya Shukla.,['Sunaina'],"['347191ab7a5e12fa2181e90b78d1b89a', '4d5d6419f533b23fc0ccf7868c748948']"
692,637bbcd98fa4d4e74517674514eac3e8,has hungary ever been in the world cup," 	No, Hungary has never been in the world cup.",['yes'],['7f54483ad9094619a2eb1ee3a7182dab']
693,76c0580c7507e75cb7de751d37693604,where is the actress that played wonder woman from, ireland.,['Israel'],['534fac51ecdf54d5c20002a2b76afcbc']
694,07109f0009dce97e4553878495449160,who does the voice of ryan reynolds on family guy, 	Ralph Garman.,['himself'],['5b1c3e2f00a58797ef095f90a8f9dc53']
695,285df8d27379c272d395ae0850666588,"Was ""Seventeen"" or ""Cosmogirl"" published first?", 	Seventeen.,['Seventeen'],"['7fc822811b5e818cacc64ed90ae22297', '9e3bd99f05780e2c4f92854dffc99539']"
696,865d90fb32ed0ff13f45fecee9c5ffb5,where is the fabulous las vegas sign located," 	The sign is located in the median at 5100 Las Vegas Boulevard South, north of the historic stone pillars of the old McCarran Airport on the east side, and across from the Bali Hai Golf Club and the (closed) Klondike Hotel & Casino on the west side.",['in the median at 5100 Las Vegas Boulevard South'],['8c6cb69c3e458a7e64bc0e4d1a4873fa']
697,5069a3cf7cfd2948e5da4e236866c1d2,What is the British biographical musical drama film that Thomas Brodie-Sangster played Paul McCartney in?, 	Nowhere Boy.,['Nowhere Boy'],"['6d8988e7c92d06dace6ce494457ea7b1', '6141b45f58ddfe6a6685bde5377b458a']"
698,f0973ae3fc44e688af54af5ecd0918b3,The artist who sang let it be with the lead vocals has what item in front of them?, 	Paul McCartney.,['microphone'],"['5967dbd0ec972dd28d3dcff0c21ae1f7', 'f60d2f2a63b0b44744cf583ef42f11e4']"
699,a9fedcca263fee4c0ed54d472565ace1,"Rich Ross is Group President of Discovery Channel, Animal Planet, Science Channel and Velocity, when Ross was named Chairman of Walt Disney Studios in which year, he became the first openly gay studio chief?", 	2009.,['2009'],"['1a9ee567be8fe81d215165313e332653', '83995ff04a2d625404b759a6da4ff235']"
700,d75ac37aab8ea19dce3109befe2c42c6,The representative of Portneuf in the Legislative Assembly of Quebec from 1867 to 1878 was from a province in which country?, 	Quebec.,['Canada'],"['33d49a7d8270fcecbaf52c66989c15a4', 'de4e9e2fd22feba696c555f24c22675e']"
701,63338d175b41561e9299934275d29e13,where does the c and o canal start," 	Washington, D.C.","['from Washington, D.C., to Cumberland, Maryland']",['980222abe791df5dabde4822414516f1']
702,b7df304b504f27a67058c9abd88787b4,"Maggie Simpson in ""The Longest Daycare"", or simply The Longest Daycare, is an American traditionally animated 3D comedy short film, released in which year, the short originated with ""Simpsons"" producer James L. Brooks, who enlisted long-time veteran of the series, David Silverman, to direct the film, an American animator best known for directing numerous episodes of the animated TV series ""The Simpsons""?"," 	March 15, 1957.",['2012'],"['eaf0152f0fd90e8639fdb662e37c047e', '71b578a7d3cad01d4b8a4cb6ddd848e5']"
703,579f2e1e936cd9d8209c245d02c64ae8,what beatles album is named after a firearm, 	Revolver.,['Revolver'],['1c12b4383f2759eafda84874539198b5']
704,dd150ecf0403efc5a0bbeca8b288b54c,"Communist and labor activist James Henry Miller wrote and performed ""The Manchester Rambler"" under what stage name?", 	Ewan MacColl.,['Ewan MacColl'],"['e2c0b8dbcd9ecbeda19d6030500a6c88', '0c5d9c38191ee0da45d9218b236cd9c4']"
705,fd34f323c804b4ad17f5b09ecd6e619c,who wrote the song the first time i ever saw your face, 	Ewan MacColl.,['Ewan MacColl'],['6cb81d43e9dfbc3d3e21678d03de6b12']
706,238dd5cbe3281cad467e37c718e806cb,where was the hallmark movie wedding march filmed," 	Vancouver, British Columbia.","['British Columbia', 'Vancouver']","['d259d7b709962787a08c1a3bed76a411', 'd259d7b709962787a08c1a3bed76a411']"
707,74e3f341c5792ddc51267ee8386e35fe,"Which conference does the university from CFL Draft of 1999 BC Lions season with a logo featuring the sun, a key, and a palm tree play in?", 	The Atlantic Coast Conference.,['Atlantic Coast Conference'],"['22796fe6fd2e03fe3e672ae23cd683b4', '8d0d2deac78525d8b1cda8d310b9d204']"
708,0ed900443d83574c5050dd9fcf583a52,"Among schools involved in the 1999 BC Lions' Offseason CFL draft, where does the school with a palm tree, sun and key on their logo play football?", 	Miami.,['Hard Rock Stadium'],"['29f303f59918fc472722b38436811993', '8d0d2deac78525d8b1cda8d310b9d204']"
709,0cd592247c8cc79815c9992c1f905fb2,when & where did the 1st supreme court sit in indiana, 	1817 in Corydon.,"['in Corydon on May 5, 1817']",['432f73bb39afd9e74ee89177ade2ea82']
710,ccab4dc57019d3e03961f845e7e6cea3,What color besides blue makes up the logo for the 2011 New Hampshire Wildcats football team?, 	Blue.,['white'],['98d9514760c7e4e3fe4b53c204c15d90']
711,837cef2e912afee9d7cfa5105b41c9e8,George Lowe was the voice of the main character on the show that was a spin-off of what variety show?, 	Space Ghost Coast to Coast.,['Space Ghost Coast to Coast'],"['745028b9207a35d7b57e6bd9836d17d1', '38c865c7fe5116486fb4157e2281ef3f']"
712,c2cb5c0014e3c47fa4672e91c0d96281,who was the publisher of the fault in our stars, 	Barnes and Noble.,['Barnes & Noble'],['8e66257c5cef30dff0618e8c518a159f']
713,dd850aaf84597809f32839033d46e5e4,"""(You Drive Me) Crazy"" is a song recorded by American singer Britney Spears, it was featured on the soundtrack of the 1999 teen romantic comedy film ""Drive Me Crazy"", a teen romantic comedy based on the novel ""How I Created My Perfect Prom Date"" by Todd Strasser, released in which year?", 	1999.,['1999'],"['c56cb74e3cd634f31ded1943200b6ef4', 'ec22c228a787dd7b77dc0aa735dbcf86']"
714,c1f13aa61f87752fa5bc6b95a9c087a9,The artist with long blonde curly hair that won Record of the Year in 1999 has what profession in common with Diamond Duggal?, 	DJ Swami.,['songwriter'],"['965576ad67a3a0f818bd496961cc8c5a', '6077dca7d6bdbc1a382148ab1415637c', '79c7a7b0d342c3f9a46934a173d61577']"
715,212f128227648a541e1bd2170084d0eb,The actress who plays Fish Mooney in Viper also appeared in what Eddie Murphy film in 1996?, 	Set It Off.,['The Nutty Professor'],"['703b7bab4d27ac58849a8c14afb356ce', '59e177b8e67eb26d2b2bf3eb1657c54c']"
716,9bdbdd8480e11bf72484a7e69b7339fe,"Lima is the third-largest city in the Americas, behind São Paulo and another city that consists on how many municipalities?", 	16.,['sixteen'],"['12aecd9e4306cd491f198d491a4730e8', 'dc8efd57a1f8f4c00fafd7d06c892b17']"
717,d5042f5c6ffb9d4d640bd1ea12d3fccd,who plays uncle iroh in the last airbender," 艾洛, Aì Luò is a fictional character in Nickelodeon's animated television series Avatar: The Last Airbender. Created by Michael Dante DiMartino and Bryan Konietzko, the character was voiced by Mako Iwamatsu in season one and season two and, due to Mako's death, by Greg Baldwin, in season three and the sequel","['Greg Baldwin', 'Mako Iwamatsu']","['6ef8b54dbf6ec350586206e7c3af299d', '6ef8b54dbf6ec350586206e7c3af299d']"
718,41fce9ab797b34a179d16145c49e15bb,short film in fiction award in 62 filmfare awards 2017, 	Chutney,['Chutney'],['863271cadae13081e5ba0d1732f0a835']
719,c21d11ccf8b57d5a428ff56f8201340b,who owns the means of production in capitalism, 	Capitalists.,['private'],['5a8fd011f1728b6dda1266211df9becf']
720,8cb86366ab0b433e668e8318097920a1,who played mr wilson on the original dennis the menace, 	Joseph Sherrard Kearns.,['Joseph Sherrard Kearns'],['8827acff04702456dfcc460bab561493']
721,627f15b091d1b5ff9df3c9968857aef2,"Going Solo is a memoir by Roald Dahl, first published by Jonathan Cape in London in 1986, he eventually joined the war as a squadron pilot in the Royal Air Force, flying which British single-seat fighter aircraft of the 1930s–1940s that was designed and predominantly built by Hawker Aircraft Ltd for the Royal Air Force (RAF)?", 	Hawker Hurricane.,['Hawker Hurricane'],"['64246d7d3c5f8ea172c0f9f8848bc377', '8f0ec9fc8cf62f76cab2dff9e80271b8']"
722,fa387bc480d5ec4098eef8cd9fc33ab7,what are the children's names in the cat in the hat, 	Sally and her brother.,"['her unnamed brother', 'Sally']","['47f9058f8fc982fb0e0efc561c3ffa6d', '47f9058f8fc982fb0e0efc561c3ffa6d']"
723,8d1dc25b9adc0b953c34ab0e5762865e,who plays alice in alice in wonderland 2016, 	Helena Bonham Carter.,['Mia Wasikowska'],['947abff0c743b1fc383ab10b7dc24680']
724,b01c12d1855bc81256b15a63a6059e27,"The Balfour Building is located at the Northeast corner of Spadina Avenue and Adelaide Street in downtown Toronto, Ontario, Canada, it was named after Arthur J. Balfour, author of which public statement issued by the British government during World War I announcing support for the establishment of a ""national home for the Jewish people"" in Palestine, then an Ottoman region with a minority Jewish population?", 	Balfour Declaration.,['Balfour Declaration'],"['fe409852d8a36095d187518611ef0e0b', 'c535ae4d68bebdca741f34c29d5b4a4a']"
725,dd401fffb66910ca0871563a9c707bd3,where is the roman forum located in rome, rome.,['at the center of the city of Rome'],['253232c7deccd68eea4e7b0c01c56eec']
726,6c4c55eed6298cfa992c7e90b6002ea1,"Just Tell Me What You Want is a 1980 American comedy film, directed by Sidney Lumet, stars include in it, is which American actor and comedian known for his biting wit and often angry humorous rants, and became well known as a Jewish comedian and satirist?", 	Alan King.,['Alan King'],"['df4f6b63d22ccfe3a7e8e6e2492d8b21', '04e548b58577fcaefa921ddd6f5eae4c']"
727,718186c47f39b7fee2653cf964b543c0,how many times have the carolina panthers been to the super bowl, 	4 times.,['two'],['a3982ca1171691aefb906da6c8ded841']
728,b07b21de209a6dbb3c69f42a1f2044e5,How many jerseys were available for St. Louis Rams in season 2001?, 	2.,['two'],['6a2d958e4ae06afdcbc23a26d985e93b']
729,5bb104f5d77605a1ccab6a516b3cd5ca,"Anthony Waye is a film production executive, he worked on a number of James Bond films, including which 1981, twelfth spy film in the ""James Bond"" series?", 	For Your Eyes Only.,['For Your Eyes Only'],"['9e234b2a755b2d428255751537679cd9', '70a63d5dfde0b8791d3eeeddc26d2959']"
730,f141b65dbfc54bcb0ff55f2cb04f3fe3,"Amber Calling are an Australian pop punk and emo band from Adelaide, which formed in 2005 as 919, during their career they have supported shows by Panic! at the Disco, an American rock band from Las Vegas, Nevada, formed in what year?", 	Answer the following question and output only the answer.,['2004'],"['e942c3166d35f0fdece8d03d5434f261', '3855af1df9373435bfa74c68ab8629d9']"
731,a01813f4bfaf142f7586ac611ddc2f37,when do the raiders become the las vegas raiders, 	2020.,['the 2020 National Football League (NFL) season'],['df50e86903b8502de3ec900623e946a4']
732,5dddf988aa077a029a2f39539b29b9c9,"ACF Fiorentina returned to Serie A, following a two-year absence after the bankruptcy of the previous incarnation of the club, which Spanish retired footballer who played as a forward, were among the highly rated players to sign up for Fiorentina, either permanently or on loan?"," 	Dario Dainelli, Giorgio Chiellini, Hidetoshi Nakata, Fabrizio Miccoli, Martin Jørgensen, Enzo Maresca, Tomáš Ujfaluši and Javier Portillo.",['Javier García Portillo'],"['447d5218ac845aa06b20367a2d7994bf', '2465f5e88e6cc0bae49902c31d47d0d5']"
733,3a8ceb1b385cc20e859c0f77c11ab845,What brand of shirt is Nicola Caccia wearing?, 	Puma.,['puma'],['2a7739ad645a1fc841244ccd8c4b4ee0']
734,c8e00aed4cf5778b2a0c4c58c539c3f5,What is the center object pictured here that is related to  Goran Vlaović?, 	A medal.,['medal'],['43ca9347d19ca6c43373693827521011']
735,736a653aabf445677b747ac892dfe7b9,What color is the tie that Kennet Andersson is wearing?, 	Black.,['black'],['b019d3b4db531e06efd5201123aa07aa']
736,d4f93aab317863a027b7924d7cb326c9,What now defunct college is in the city and state that James Coburn moved to when he was seven years old to live with his grandmother after his mother died of cancer?, 	White Pines College.,['Chester College'],"['d19434242a3c18b3735644aab97b8bfd', '2b09fc0b20699f13f529cb2d699b2461']"
737,cc274d276767e698483ae996c2dfc83b,what group was not part of the new deal coalition, 	Southern whites.,['conservative'],['ee6b9b3c51d92207a5a8179a2291c06e']
738,427f9009e9e58668d47f900f9b7e443d,"The proposed autonomous region within the Philippines, originating from an independence movement to seperate the Muslim majority-Moro areas, is now called what?", 	Bangsamoro.,['Bangsamoro'],"['5ad41cf2388f7a4f3dad79ec7a103bfc', 'a1609e2f551846114e8a64c850450863']"
739,7e506b98bcb39bcb42a1722d8ec8fb60,who is the injured man in the open boat, 	The captain.,['the captain'],['8a1cc79d672bf1a3d1833c221385117c']
740,ef42344bbef07d5efded6085839bd223,"Indra, is a Vedic deity in Hinduism, a guardian deity in Buddhism, and the king of first heaven called ""Saudharmakalpa"" in Jainism, his mythologies and powers are similar, to those of the Indo-European deities such as which sky and thunder god in ancient Greek religion, who ruled as king of the gods of Mount Olympus?", 	Zeus.,['Zeus'],"['02bb3d3b99279f965bcf24bc030473a9', 'e4dab093282e76160c77e044ae07ea93']"
741,c81c4000f886ed9ebe29f8989088575e,What religion that features an upraised palm is practiced in the Jains Caste system in India and in nigeria?, 	Jainism.,['Islam'],"['165f6436831083d41c0ec7bf494f9352', '165f6436831083d41c0ec7bf494f9352', '165f6436831083d41c0ec7bf494f9352', '7d6b5bc7aa4ef5fee8e26be564c09900', '9b948fdce04ee2225933641e1c3b30d9']"
742,59e9d2f259f1c5b488d8d7f8e331ed3f,The USS McClusky is a Navy ship named for a United States Navy aviator during World War II who is credited with playing a major part in what battle?, 	The Battle of Midway.,['Battle of Midway'],"['c335299c40f56a14365429ec0dcc2f3d', '4691806971ea15f10f628273904f6245']"
743,a1775ed08aaa2eaa8bb14ef7100182cf,when can the coast guard be transferred to the navy, 	During times of war.,"['by the U.S. President at any time', 'by the U.S. Congress during times of war']","['07ef021a05fdcbe3e6fbcb1271d276cf', '07ef021a05fdcbe3e6fbcb1271d276cf']"
744,69e4635672d59d0f8e880890a44f3c36,does north carolina get cold in the winter, 	Yes north carolina gets cold in the winter.,['yes'],['2861dd933287ba0c086de28b0214acdc']
745,7a7e7c45957acd1b1b04f6a82e177f03,"Agnes Wenman, Viscountess Wenman (died 1617) was an English Roman Catholic woman, under suspicion of involvement at the time of which 1605 event, that was a failed assassination attempt against King James I of England and VI of Scotland by a group of provincial English Catholics led by who?", 	Robert Catesby.,['Robert Catesby'],"['25c2375f7d45cdfb69b753e5022251e1', 'e65c5941776e4b9dc7f6b0b00a54aca0']"
746,52b278175abca98b98aa909ebce16910,"Debbie Van Kiekebelt won a gold in the pentathlon in what July 30 to August 13, 1971 sporting event?", 	Pan American Games.,['Pan American Games'],"['0061cc205010c84e06ac38febabf7695', '76bb3c79f6e8e334573149185a05e104']"
747,9083343a140a0533e8f7b1c62d960972,Who was the husband of the the English novelist whose work provided the basis for a series of films which includes Frankenstein Meets the Wolf Man?, 	Percy Bysshe Shelley.,['Percy Bysshe Shelley'],"['715a86cbe8a9cb75b3aaa8b97606fac0', '37bc7f9a935acd3d994b0e587de4dda8']"
748,42fa5284ecaec8c3d068f4c9c2f237a0,is it true that paid search marketing is completely driven by google," 	Yes, paid search marketing is completely driven by google.",['no'],['e89e17e8e4e94953ee964ff88f93e281']
749,c87723c2eaf721f525bc742223eaf907,when did cleveland last won the world series, 	1920 and 1948.,['1948'],['79a80be05a9f849a0b4ed92af1c59775']
750,40268a8bd5ecc9705c7a19da161f44d1,"What was the nationality of the person who wrote the text of ""On the Death of the Righteous""?", 	American.,['English'],"['6f3d0070c627b0aa3846e64cf148e35c', '68d62aef6eba7d703d792688b6d03781']"
751,a613d68dc415323ddd3095b214e4550f,"Who is a Brazilian footballer who last played for FC Goa of the Indian Super League as a central defender, who scored the winning goal  six minutes from full-time in a football match to determine the winners of the 2009 FIFA Confederations Cup?", 	Lúcio.,['Lucimar Ferreira da Silva'],"['b27d6d430abfee107a6716ddf55588a2', 'fdcc012514dfdf7bf56863ebb055735d']"
